A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10	J1	J2	J3	J4	J5	J6	J7	J8	J9	J10	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	age	gender	accuracy	country	source	elapsed
4	4	5	4	4	4	4	4	4	5	3	2	4	4	4	4	2	2	4	4	3	4	4	1	1	4	1	1	1	1	2	2	2	4	3	4	4	4	4	3	4	4	2	1	3	2	2	4	2	4	2	2	4	4	4	3	4	5	3	1	1	3	4	2	2	2	4	4	4	4	4	4	3	2	1	1	2	5	5	5	5	4	5	1	4	4	2	4	1	4	2	2	2	2	4	2	4	2	3	4	4	5	5	2	1	1	4	2	1	2	2	2	1	4	4	5	5	5	4	5	5	5	4	4	3	4	2	5	2	4	2	4	4	1	2	1	2	2	1	4	2	2	4	4	1	4	2	2	4	5	1	1	1	5	5	2	2	2	4	2	5	2	2	27	2	100	US	6	788
4	5	4	3	3	3	4	2	2	2	2	2	2	2	2	2	3	4	2	2	4	2	4	2	3	2	2	2	1	2	3	2	2	2	4	3	4	4	3	2	3	2	3	4	4	4	5	2	4	2	4	3	5	3	5	1	4	5	5	4	1	5	3	4	4	3	3	3	3	3	3	2	4	3	2	3	1	3	5	3	5	4	5	4	4	4	5	5	2	3	2	2	5	5	4	5	4	3	5	3	3	3	3	3	4	3	5	4	1	2	1	2	2	4	4	2	4	4	2	4	4	2	4	4	3	4	2	2	4	2	2	4	2	4	3	4	4	4	5	3	3	2	4	5	5	4	3	3	4	4	4	4	2	4	4	4	4	3	5	3	3	3	4	34	2	99	US	1	695
5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4	5	5	1	5	1	5	5	2	5	5	5	5	5	2	4	2	4	4	2	5	4	4	5	3	4	2	4	2	3	5	2	5	2	5	2	5	2	4	5	1	5	5	5	5	1	5	1	5	4	4	5	5	5	5	5	5	2	5	4	4	2	1	4	3	5	5	4	1	2	3	1	5	2	1	1	1	1	4	5	5	5	5	3	2	3	5	5	4	3	1	5	4	1	1	1	1	1	4	2	2	2	5	4	5	4	1	1	5	5	5	5	5	5	5	5	2	5	2	2	5	4	5	5	4	1	1	1	5	1	5	5	5	1	1	4	2	2	1	1	2	1	1	3	3	1	1	1	16	1	100	CA	1	360
1	3	3	2	3	2	2	1	2	4	4	4	4	4	4	5	3	5	4	4	2	5	5	4	5	4	4	1	3	4	5	4	2	3	4	5	5	4	4	5	5	4	5	2	4	5	5	5	2	5	4	5	5	3	2	1	1	1	2	2	1	2	1	4	5	5	2	2	2	5	3	2	4	4	5	2	3	2	3	5	2	5	4	4	3	2	3	2	2	2	3	3	3	5	4	4	4	4	4	4	4	4	4	2	4	4	2	2	2	3	5	3	2	2	4	3	4	4	1	2	1	2	2	4	2	3	2	3	2	1	4	3	4	4	3	4	3	5	3	4	3	4	4	4	1	4	2	3	5	5	4	2	1	4	4	4	4	3	4	4	5	5	5	20	2	90	US	1	1217
2	4	4	4	4	4	4	3	4	4	4	3	4	4	4	3	4	4	3	2	4	3	3	2	4	3	4	2	2	2	4	4	3	4	3	3	3	4	3	3	4	3	4	3	3	4	4	4	3	4	3	3	3	3	4	2	4	4	4	3	2	4	3	3	4	4	3	4	3	3	4	3	3	5	3	4	2	4	4	4	2	4	2	3	2	3	2	2	2	3	2	2	2	4	4	4	4	3	3	4	2	4	4	3	4	3	4	4	3	3	4	3	4	4	2	4	4	4	4	3	4	4	4	3	4	4	3	4	2	4	3	4	3	3	2	4	4	4	4	4	2	3	2	4	2	4	4	4	4	4	2	2	2	3	3	4	4	3	4	3	4	2	3	35	2	90	US	1	684
4	4	4	2	3	4	3	3	3	3	4	3	4	5	4	4	4	4	2	5	1	4	5	2	5	4	4	4	3	2	3	5	2	4	3	3	3	4	4	4	4	4	5	3	2	4	2	4	2	4	2	5	5	2	2	1	1	1	3	3	1	3	2	3	3	4	4	5	5	2	1	2	2	4	3	4	2	4	5	3	4	4	4	2	2	3	2	1	2	4	2	2	2	4	5	4	4	4	3	3	4	4	4	3	4	4	3	2	3	4	4	3	5	4	2	2	4	5	5	5	5	2	2	5	5	5	4	2	4	4	5	5	5	4	5	5	4	4	5	4	4	5	5	4	2	5	5	4	3	4	2	1	2	2	3	2	4	2	1	3	2	2	2	19	2	97	US	1	506
3	4	2	2	4	3	4	2	4	5	4	4	4	4	4	4	2	4	2	4	3	2	2	2	2	4	4	4	2	2	2	2	4	2	4	2	2	2	4	2	4	1	4	2	4	5	4	4	3	4	3	4	4	4	4	5	2	4	2	3	1	2	2	2	2	4	2	2	1	1	4	2	1	2	5	1	2	4	4	2	2	3	4	2	4	4	2	4	2	2	2	2	2	4	4	4	4	3	2	4	4	2	2	4	5	4	5	4	4	4	4	5	4	4	3	3	5	5	5	4	4	2	2	2	4	4	2	4	4	4	4	3	2	4	4	4	4	2	4	4	2	1	3	2	2	2	1	3	2	2	2	2	1	2	5	2	4	3	4	4	1	2	3	20	1	90	US	6	1077
5	5	5	5	5	5	5	3	5	5	5	2	3	3	5	2	1	2	4	3	5	5	5	3	5	3	4	4	2	3	4	4	3	2	2	3	2	3	3	4	3	4	4	3	3	3	4	4	3	3	3	1	4	2	2	2	1	3	3	2	4	2	3	5	5	4	5	5	5	1	5	3	3	5	5	4	3	5	5	5	5	5	5	2	1	3	4	3	2	2	2	2	2	4	5	5	5	4	3	5	5	5	5	1	2	2	1	3	1	1	1	1	1	4	3	3	2	3	4	3	3	5	4	5	5	5	5	5	5	5	4	5	4	3	3	3	5	3	5	5	2	1	4	2	2	3	1	2	3	2	2	1	2	1	1	1	1	1	2	2	1	1	1	44	2	95	US	2	932
4	4	3	4	4	4	4	4	4	1	3	4	5	5	4	3	3	3	2	3	2	5	5	1	2	2	2	1	3	3	2	3	2	3	5	2	2	4	4	2	5	4	3	3	3	5	4	5	4	5	4	4	3	3	4	2	4	3	4	4	2	4	4	4	2	3	3	4	3	3	4	3	3	5	4	5	3	3	5	5	3	5	5	4	4	4	3	4	2	3	2	4	3	4	4	3	5	3	3	3	3	4	4	5	4	1	5	5	5	5	5	5	2	1	3	4	5	5	3	1	5	4	5	3	4	3	3	3	4	4	4	3	4	3	3	3	3	1	4	4	1	2	3	4	4	4	4	3	4	3	3	5	2	4	4	4	3	3	2	1	5	4	3	15	2	98	CA	6	701
5	3	5	4	5	4	2	4	2	3	3	2	3	4	4	4	4	4	2	4	2	5	5	4	2	4	1	4	3	2	2	5	2	3	2	4	5	3	4	4	5	3	5	3	4	4	1	5	2	5	2	5	4	2	2	1	1	4	2	2	1	1	1	2	2	4	4	3	2	1	2	2	1	5	4	4	4	4	1	5	5	5	4	4	4	5	5	5	2	5	5	5	2	5	5	4	5	3	4	4	5	5	5	4	3	4	4	2	2	4	4	4	3	2	4	3	5	4	2	4	4	4	2	5	5	4	5	5	5	4	5	4	4	4	4	4	2	4	3	4	4	4	4	5	2	2	4	3	4	4	2	4	1	2	2	4	4	2	4	4	3	2	5	19	2	68	US	6	534
4	4	4	4	4	5	4	2	4	5	4	4	5	5	5	4	2	5	2	2	2	5	5	1	1	4	2	2	2	2	2	1	4	4	5	4	4	4	4	4	5	2	4	5	2	5	2	5	3	4	3	4	5	1	3	1	1	2	2	4	1	2	3	3	3	4	4	4	4	2	4	1	4	5	5	5	4	5	5	4	5	4	4	3	2	2	1	2	1	2	2	2	2	4	5	4	5	5	2	5	3	4	4	4	4	2	4	4	2	2	2	1	2	5	2	4	5	4	2	5	4	5	5	5	4	4	4	5	4	4	5	4	5	4	4	4	5	5	4	5	5	2	4	4	2	4	3	4	3	4	2	2	4	4	5	4	4	2	4	4	5	2	1	32	2	95	US	6	596
4	3	4	3	4	3	3	3	4	4	4	3	4	4	2	5	4	4	3	1	2	4	4	2	2	2	1	1	2	1	1	2	2	4	4	4	4	4	4	3	4	4	4	1	1	5	1	4	1	4	1	3	4	3	4	1	4	4	5	3	1	5	3	2	1	4	1	2	2	1	2	1	4	5	5	5	4	2	5	5	5	5	4	4	4	4	4	3	4	3	4	5	4	5	5	4	5	2	3	2	3	5	5	4	4	3	4	5	2	3	2	3	3	4	5	4	5	5	4	4	5	4	4	4	2	4	4	2	2	5	2	2	4	5	5	5	5	5	5	5	4	4	5	5	2	4	4	2	5	4	3	2	1	5	5	4	5	3	4	4	5	4	4	18	2	95	US	6	431
3	4	4	5	4	4	4	5	5	4	3	3	4	4	3	4	3	4	1	3	2	4	3	4	4	3	4	3	4	5	4	4	4	3	3	4	3	4	3	3	4	3	4	2	2	5	2	4	1	5	1	4	3	2	2	1	3	1	3	4	1	3	3	3	2	3	3	3	3	4	3	2	3	4	4	2	2	1	2	4	3	5	5	3	3	3	3	3	2	2	2	3	4	4	4	3	4	3	1	3	4	4	4	3	3	4	3	3	3	2	3	2	2	4	2	3	3	4	4	3	5	3	2	2	3	4	3	3	4	3	3	3	4	2	3	3	3	4	3	4	2	1	3	2	3	3	2	3	3	3	1	3	2	2	3	4	3	3	2	4	3	3	3	23	2	90	US	1	654
4	3	5	2	5	2	3	2	2	3	3	5	4	4	5	4	5	4	4	4	4	4	4	3	3	4	2	1	1	2	4	3	5	4	4	5	4	4	4	4	2	5	4	5	2	4	2	4	5	3	1	4	2	4	3	5	2	5	2	1	1	2	2	3	2	3	4	3	2	3	3	2	2	5	4	5	2	4	4	2	5	4	4	5	4	4	4	4	4	3	4	4	4	5	5	5	4	5	3	4	2	4	4	3	4	3	5	5	2	2	2	4	2	4	4	5	5	4	2	5	5	4	2	5	2	3	4	3	4	1	4	4	2	5	4	5	5	4	4	4	4	4	1	5	2	4	5	2	4	4	3	2	3	5	5	4	4	4	5	1	5	3	4	22	1	98	IN	1	500
5	5	5	5	5	5	5	4	5	3	5	4	5	4	4	4	5	5	4	4	4	5	5	2	4	4	3	2	2	2	2	2	4	5	5	4	4	5	5	4	5	4	1	3	3	5	2	5	4	5	4	5	4	4	4	1	4	3	3	4	1	3	3	4	2	5	2	2	2	2	5	1	2	5	5	5	1	4	4	4	3	5	3	4	4	5	3	5	2	3	2	4	4	5	5	5	5	4	5	4	2	4	4	4	3	1	5	5	4	3	3	4	1	4	2	4	5	5	3	4	5	4	3	5	3	4	4	3	4	4	5	4	4	2	4	4	2	4	4	5	1	3	2	3	2	4	4	4	4	2	4	2	3	3	3	4	4	2	4	4	4	4	1	18	2	80	US	6	553
3	3	5	4	3	3	3	3	3	4	3	4	4	5	4	3	4	5	4	2	4	4	4	2	4	3	2	3	3	3	4	4	3	3	4	2	2	2	3	2	4	4	2	2	4	4	4	4	3	4	3	4	4	3	3	2	3	4	3	2	2	3	2	2	2	2	1	2	1	2	5	2	2	4	2	4	1	1	1	3	4	4	2	4	4	3	3	3	2	3	3	2	3	5	5	4	5	3	3	4	4	1	4	4	4	4	5	4	5	5	2	4	5	4	3	2	4	4	2	3	4	2	2	4	4	5	3	4	4	4	4	4	3	4	5	4	3	4	4	4	4	4	4	3	1	3	2	3	3	4	2	2	2	2	3	2	4	3	3	2	3	4	2	14	2	50	US	6	634
4	4	3	4	4	4	4	2	4	3	4	4	4	4	3	2	4	4	2	4	3	4	1	4	4	4	4	4	4	4	4	5	4	4	4	3	4	4	4	4	4	4	4	3	2	2	2	3	2	4	2	4	2	3	4	2	4	4	4	4	4	4	3	4	4	3	3	4	4	5	4	4	3	4	4	3	3	1	5	4	4	4	4	2	3	2	2	3	1	2	2	2	2	3	3	2	2	3	2	2	2	4	2	4	3	2	2	4	3	3	4	4	3	2	2	2	2	2	2	3	2	2	2	3	4	4	4	4	2	4	4	4	4	5	4	4	4	4	4	4	3	2	4	3	4	4	3	4	3	4	4	3	3	2	2	2	3	2	2	3	2	2	2	55	2	100	US	6	555
4	4	5	4	4	4	4	4	5	4	5	4	4	5	5	4	4	4	4	4	3	5	5	1	3	3	2	3	1	2	3	4	3	2	2	3	3	3	3	2	3	2	3	2	1	4	1	4	3	4	1	4	4	3	3	1	3	3	3	3	2	3	2	3	2	2	4	3	2	2	4	1	2	5	4	4	3	4	3	3	5	3	4	2	3	2	2	2	1	2	2	2	2	3	5	4	4	3	3	3	3	5	5	4	5	5	3	2	2	2	2	2	3	4	3	3	4	4	4	4	3	3	2	3	4	4	4	3	4	5	4	4	5	3	4	5	4	5	4	5	4	4	5	4	3	4	4	4	3	3	3	4	3	2	1	2	3	2	3	2	3	3	1	21	2	85	CA	1	388
4	3	4	4	3	3	5	1	4	2	2	4	4	3	2	4	3	4	1	2	4	2	2	5	3	2	4	3	2	2	4	2	2	4	4	4	2	4	3	2	4	3	2	2	2	2	1	2	2	1	2	2	2	4	4	3	4	4	2	5	5	4	4	4	2	2	2	2	2	3	2	1	5	5	4	5	5	5	4	1	4	4	4	1	2	2	1	2	1	2	1	2	2	3	3	4	4	3	2	2	3	2	4	5	2	2	1	5	4	1	4	4	2	4	4	4	4	2	4	4	2	4	4	2	4	4	3	5	5	5	4	2	1	4	4	4	4	4	4	4	2	2	4	4	2	4	4	4	4	4	4	4	4	1	5	3	2	4	4	2	5	1	2	43	2	90	IN	1	763
4	5	4	4	5	5	4	4	5	4	4	5	5	5	5	4	4	5	4	3	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	2	4	2	4	4	4	3	2	5	5	5	4	4	3	5	3	5	4	2	4	1	4	3	4	2	2	4	2	5	5	5	4	4	5	5	4	5	5	5	5	5	2	4	4	4	4	4	4	2	3	3	1	4	1	2	1	2	2	4	5	5	5	3	4	4	3	4	4	2	2	1	3	2	3	4	4	4	1	4	1	3	2	5	4	3	5	4	3	4	4	5	4	4	4	5	5	4	4	3	2	4	2	4	4	3	1	2	4	2	1	2	1	1	2	1	2	4	2	2	1	2	2	3	4	2	1	4	1	51	1	95	US	1	482
4	3	4	4	2	4	4	2	3	4	4	4	5	4	4	3	2	3	2	2	2	2	2	2	3	2	3	2	2	2	3	2	2	4	4	4	3	4	4	3	4	4	2	1	3	2	3	3	2	2	3	4	4	4	4	3	2	4	3	3	4	3	4	3	2	3	4	3	3	4	4	2	2	4	4	4	2	4	4	4	3	3	4	4	3	2	3	4	3	3	2	3	2	4	3	2	3	3	3	4	2	2	4	2	2	3	4	2	2	2	2	2	2	5	4	4	5	4	4	5	2	1	3	3	4	4	4	4	4	3	2	3	2	3	4	4	4	4	4	4	2	3	3	3	2	4	4	5	4	4	2	4	2	4	3	4	4	4	4	3	4	2	2	38	2	70	US	1	963
3	4	5	2	5	4	4	5	4	4	4	4	4	5	5	2	3	2	4	4	4	2	2	3	4	4	1	3	2	4	4	5	5	4	4	4	1	4	3	3	5	3	2	4	4	3	4	3	1	2	4	5	4	5	3	4	4	3	5	4	5	5	2	4	3	3	4	4	4	3	2	4	4	4	5	3	1	4	5	5	4	4	3	2	4	3	3	3	4	4	3	2	4	4	2	3	2	2	4	4	3	2	3	4	2	4	2	2	2	2	1	2	2	2	2	1	2	1	3	2	2	4	1	3	5	5	4	4	3	1	4	2	2	2	4	2	3	4	3	3	3	1	5	3	4	2	5	4	2	4	2	5	2	3	2	3	2	3	4	2	2	3	1	32	1	80	US	6	4548
5	3	4	2	5	4	5	1	1	3	4	1	5	5	4	3	4	5	2	2	1	5	5	5	4	4	3	3	3	5	4	4	4	5	4	3	4	5	5	5	5	4	3	1	2	4	1	5	4	4	4	4	2	4	4	1	4	3	4	3	1	4	1	2	1	1	3	3	3	2	3	1	1	5	5	4	1	2	3	4	4	5	3	5	4	4	4	5	2	5	4	3	5	5	4	4	2	3	3	3	2	2	5	5	5	5	4	5	5	5	5	5	4	4	1	2	4	1	4	4	1	4	2	5	5	5	4	3	3	5	3	4	3	4	5	5	4	4	5	5	3	3	4	4	3	5	4	5	4	5	3	5	2	2	1	4	4	1	3	2	4	4	3	17	2	96	US	1	558
5	4	5	4	5	5	5	2	5	5	5	5	5	5	5	4	5	3	3	5	2	5	5	3	4	3	3	3	5	4	3	5	4	3	1	2	4	2	5	4	5	3	5	1	1	2	1	4	1	4	1	5	4	1	2	1	2	2	2	3	2	3	3	2	3	3	3	4	5	3	4	3	2	5	5	5	2	5	5	5	5	5	5	3	2	5	4	5	1	4	4	2	3	3	5	4	5	4	5	2	5	5	5	3	4	4	5	3	3	4	3	2	2	5	3	2	5	4	3	4	4	5	2	5	5	5	4	4	5	5	5	5	5	2	4	5	5	5	5	5	3	4	5	3	2	3	4	5	5	4	4	5	2	2	2	2	2	1	2	1	4	3	2	24	2	100	US	1	692
1	2	3	4	2	2	3	2	4	3	3	4	5	4	3	4	5	4	2	1	2	5	5	2	4	2	4	2	2	3	2	4	3	1	1	3	3	1	3	1	4	1	4	1	1	4	1	3	1	4	1	5	4	5	4	5	3	4	4	5	4	3	4	2	1	1	1	2	1	2	2	1	1	5	5	4	2	1	4	5	5	5	5	4	5	5	5	5	5	5	5	4	4	4	5	3	5	3	3	2	2	5	5	5	4	4	5	4	5	5	5	5	4	5	4	2	5	5	4	3	5	4	3	5	3	3	3	2	4	5	4	4	5	4	4	5	5	3	4	5	4	3	4	4	2	4	5	4	3	4	3	3	2	4	1	5	4	4	4	3	4	4	4	19	2	85	US	1	422
2	4	4	4	3	4	4	2	4	4	4	3	4	4	4	4	4	4	2	4	2	4	3	1	4	2	4	4	5	4	5	3	3	1	3	4	3	4	4	3	2	4	3	4	3	4	3	4	3	2	3	4	3	2	4	4	4	4	3	2	3	3	3	4	4	3	4	4	3	4	4	2	3	4	4	4	4	4	4	4	2	3	2	2	4	4	2	2	2	2	2	2	2	3	2	3	2	4	3	3	3	4	4	2	3	2	2	2	2	2	3	2	2	3	3	3	3	3	2	3	2	2	2	3	4	4	3	4	4	2	2	2	3	2	4	2	4	3	4	4	2	2	2	3	4	4	3	3	4	3	3	2	3	2	3	2	2	2	3	2	2	2	2	37	2	98	PH	1	730
4	5	4	4	5	3	4	4	4	4	3	2	3	4	4	3	3	3	2	3	2	3	2	4	5	3	5	3	4	4	3	3	3	3	3	5	3	3	3	3	4	3	2	4	4	5	5	3	4	5	4	5	5	3	4	5	4	4	4	2	2	4	3	4	4	3	4	5	2	1	4	1	3	2	3	2	1	1	3	5	2	4	2	5	4	4	3	5	3	3	2	2	3	4	4	4	5	3	3	4	3	5	4	2	2	1	4	2	1	1	3	1	1	4	3	4	4	4	3	3	4	4	3	3	3	3	5	3	2	4	2	3	4	1	3	3	2	2	2	4	1	2	2	4	3	3	3	3	2	3	2	2	3	4	4	5	5	3	4	4	4	4	2	16	2	90	PH	1	749
5	4	4	4	4	4	4	3	4	5	4	4	4	4	4	2	4	4	4	4	5	5	4	2	5	5	4	4	4	5	5	5	5	4	4	4	4	4	4	4	4	4	5	2	4	2	4	4	2	4	4	4	5	4	4	5	5	4	5	5	4	5	5	5	2	4	4	4	4	4	5	4	4	4	4	3	1	4	5	5	5	5	5	2	4	2	2	2	1	3	2	2	2	2	2	2	4	2	1	2	2	4	2	2	4	2	2	2	2	2	4	2	2	1	1	2	2	1	2	1	2	2	1	4	3	4	2	4	4	4	4	2	4	1	2	4	4	4	4	4	2	2	2	2	3	4	4	4	5	4	4	4	4	2	3	4	2	1	2	4	2	1	2	33	2	98	AU	1	650
4	5	4	4	4	4	4	4	4	3	4	4	5	5	5	4	4	3	5	3	5	4	4	3	4	4	4	2	3	3	4	5	2	4	5	4	5	4	2	5	5	2	2	4	5	3	1	4	3	3	4	5	5	4	4	5	3	5	2	5	5	2	3	5	4	4	5	4	4	5	4	2	2	1	5	1	1	5	3	5	1	4	1	5	4	3	2	5	2	1	1	2	5	4	5	5	2	4	3	4	5	4	4	4	2	2	4	2	1	2	1	1	1	2	2	4	4	4	3	2	2	2	4	5	5	5	4	4	3	1	4	4	3	2	4	3	3	1	3	2	1	1	1	4	4	3	5	5	2	2	1	2	2	4	5	4	4	4	5	2	2	2	4	29	1	80	IN	6	1949
4	4	4	5	4	4	4	4	5	5	4	2	4	4	4	4	4	4	4	4	4	4	3	5	4	4	4	4	5	5	4	4	4	4	3	3	3	4	3	4	4	4	4	2	1	4	2	4	2	4	3	4	4	3	4	1	4	1	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	5	4	3	4	1	3	2	5	5	4	4	2	2	2	3	1	2	2	1	1	2	3	3	3	3	2	3	2	3	2	2	2	2	2	2	2	2	3	2	1	2	2	4	2	2	3	2	2	2	2	4	3	4	3	2	4	4	3	4	4	2	2	4	3	5	2	3	2	2	2	3	3	4	3	4	5	4	4	4	3	2	2	3	4	2	2	2	2	4	2	33	2	87	US	6	1159
2	4	4	4	2	3	4	1	4	2	4	2	2	2	2	4	4	4	1	2	2	4	4	2	4	2	4	2	1	2	2	2	1	2	4	1	4	4	2	2	4	2	1	2	4	4	3	5	4	5	2	4	4	4	4	1	4	4	5	2	2	4	2	2	4	5	4	4	1	2	2	2	2	4	4	2	1	4	5	4	4	5	2	2	4	4	2	4	4	2	2	2	2	4	5	5	4	5	4	4	4	5	5	5	1	2	5	4	5	5	5	5	2	5	5	5	4	4	5	4	4	4	4	5	2	4	2	3	4	5	5	4	4	5	4	5	5	4	4	5	2	2	2	4	2	4	2	2	1	2	2	2	1	4	4	4	4	4	4	4	4	2	2	17	1	95	US	6	1039
4	3	3	3	5	4	4	3	4	3	3	4	4	4	4	3	3	3	4	4	3	4	4	4	4	3	4	2	4	4	5	5	4	4	3	3	3	4	3	3	4	3	4	4	4	4	3	4	2	5	4	4	4	3	4	4	4	4	4	3	2	4	3	4	4	3	4	4	4	4	3	2	4	3	3	2	2	2	3	3	2	3	3	2	3	3	2	4	2	3	2	3	2	2	2	2	3	2	3	3	3	2	2	2	2	2	3	3	3	3	3	3	3	3	2	2	3	4	4	3	3	4	2	2	3	3	4	3	3	3	3	3	3	2	2	2	2	2	3	4	2	2	3	3	3	3	3	4	3	3	3	3	3	4	4	3	3	3	3	2	4	2	4	17	1	95	US	6	667
4	5	5	4	5	4	4	3	5	2	3	4	5	4	4	4	4	4	2	2	4	4	2	2	5	4	5	3	1	5	5	4	4	4	3	5	3	4	4	2	5	3	4	5	4	5	4	5	5	1	3	1	4	2	4	4	5	5	2	2	1	4	4	4	5	5	5	5	2	1	2	2	2	2	2	1	2	1	4	4	2	4	4	3	2	3	2	4	2	2	1	2	2	5	3	5	2	4	1	4	4	3	2	3	3	1	4	2	1	2	2	1	2	4	3	3	5	5	4	3	2	5	2	4	5	5	5	4	5	3	5	4	4	1	2	3	1	1	5	4	1	2	2	4	4	5	4	5	1	4	1	1	4	2	1	5	4	3	4	4	3	2	2	16	2	75	US	6	719
5	5	4	4	4	4	4	2	4	3	4	4	4	5	5	5	3	4	4	4	4	4	4	2	4	3	4	3	3	2	4	2	2	4	4	4	5	5	4	3	3	3	4	3	3	5	4	4	4	4	2	4	4	4	4	2	4	4	5	4	1	4	2	4	3	3	4	4	4	4	4	2	3	4	4	4	2	4	3	2	2	5	4	2	4	3	2	5	2	2	2	3	2	2	3	3	5	3	3	2	3	5	4	2	2	2	2	2	1	2	2	3	2	5	3	3	4	4	4	4	4	4	2	4	4	5	4	5	4	4	5	4	4	2	2	5	4	4	4	3	2	1	2	4	2	3	5	5	3	3	4	4	2	4	3	3	2	3	4	2	3	1	2	18	1	85	US	6	559
3	3	4	4	4	3	4	2	4	3	3	3	5	5	4	4	4	4	4	4	4	2	2	3	3	4	2	1	2	3	2	4	5	4	3	3	4	5	2	3	5	4	4	1	3	5	2	4	3	2	2	4	4	2	4	4	3	1	4	4	2	4	2	3	3	1	2	2	1	1	3	1	1	1	4	1	2	4	4	2	4	4	4	1	4	5	4	2	1	3	4	4	2	3	4	3	3	3	2	3	3	3	3	4	4	4	2	4	4	2	4	1	5	4	4	4	5	4	5	2	4	4	1	2	4	4	2	1	4	5	5	4	3	3	4	4	4	5	4	5	2	2	4	4	1	4	5	4	2	4	3	5	4	5	5	1	2	3	4	1	5	1	1	18	2	70	GB	1	854
3	3	3	3	4	4	4	2	4	3	4	3	4	4	3	3	3	4	3	3	2	3	3	4	4	3	4	3	3	4	4	4	3	3	3	4	3	3	3	3	3	3	3	3	3	4	4	4	3	4	3	4	3	3	4	2	4	4	3	3	2	2	3	3	3	3	3	3	4	4	3	3	3	3	3	3	2	2	3	2	3	3	3	3	3	3	3	3	3	2	2	3	3	3	4	3	4	2	3	3	3	4	3	3	3	2	3	3	3	3	3	3	2	3	2	3	3	3	4	3	3	3	3	2	3	4	3	3	3	3	3	4	3	3	3	3	2	3	3	3	2	2	2	3	3	3	4	3	4	3	2	2	2	3	3	3	3	3	3	4	3	2	3	16	1	100	GB	6	895
4	3	3	3	4	4	4	2	4	2	3	4	3	4	3	3	4	4	2	2	1	4	2	4	4	3	4	1	3	4	5	4	3	4	4	3	4	4	3	3	3	4	4	3	5	5	4	5	3	3	4	5	3	3	3	2	4	5	3	3	1	3	2	4	5	4	4	4	4	4	4	4	4	3	4	2	2	3	2	4	2	3	3	3	2	4	4	4	4	3	2	3	3	4	4	2	4	2	3	3	3	3	3	2	2	2	2	2	3	3	3	3	2	4	2	2	4	2	4	2	4	3	2	1	4	4	3	4	3	2	4	2	3	2	2	3	4	3	4	4	1	1	2	4	3	4	3	3	4	4	2	3	2	5	5	4	4	3	4	4	5	2	3	16	1	100	GB	1	950
4	3	4	4	4	4	4	3	4	3	3	3	4	4	3	3	4	4	2	4	1	3	4	3	4	4	4	3	3	3	4	4	4	3	3	3	3	4	4	3	4	3	3	2	4	4	4	4	3	2	4	4	5	3	4	3	4	4	3	3	2	3	3	3	3	3	4	3	2	2	3	2	3	1	4	1	2	2	2	3	3	3	3	2	3	4	3	4	3	2	2	2	3	3	4	3	3	2	3	3	3	2	3	2	2	3	4	3	2	2	3	2	2	3	2	3	4	4	3	3	4	2	2	2	4	4	3	4	3	3	3	3	4	2	2	3	2	3	3	4	2	1	5	2	2	3	3	3	2	2	2	3	2	3	3	2	2	4	3	2	2	3	4	16	1	90	GB	6	785
3	3	4	5	5	4	4	2	4	4	2	2	2	4	4	1	2	3	1	4	1	5	2	3	4	4	4	2	2	2	4	4	2	4	2	2	2	4	3	2	2	2	3	2	4	3	1	4	1	3	2	4	4	5	4	3	5	2	4	4	2	2	5	3	2	2	4	2	4	2	2	1	3	2	2	1	2	4	2	4	1	4	5	3	2	4	2	5	3	2	2	1	3	3	2	1	3	1	3	2	2	3	3	1	2	4	4	4	2	2	2	4	2	4	5	3	5	4	4	4	5	5	4	3	4	3	4	3	1	2	1	2	2	4	3	4	4	2	4	5	2	2	4	4	1	4	2	3	2	4	1	5	2	5	4	4	4	4	4	4	4	2	3	16	2	70	GB	6	882
